"business_id","day_id","opening_time","closing_time"
"13431","6","10AM","9PM"
"13431","7","10AM","9PM"
"13433","1","11AM","6PM"
"13433","2","10AM","8PM"
"13433","3","10AM","8PM"
"13433","4","10AM","8PM"
"13433","5","10AM","8PM"
"13433","6","10AM","8PM"
"13433","7","10AM","8PM"
"13435","1","11AM","9PM"
"13435","2","11AM","9PM"
"13435","3","11AM","9PM"
"13435","4","11AM","9PM"
"13435","5","11AM","9PM"
"13435","6","11AM","9PM"
"13435","7","11AM","9PM"
"13436","1","11AM","11PM"
"13436","2","11AM","11PM"
"13436","3","11AM","11PM"
"13436","4","11AM","11PM"
"13436","5","11AM","11PM"
"13436","6","11AM","1AM"
"13436","7","11AM","1AM"
"13438","1","9AM","6PM"
"13438","3","4PM","10PM"
"13438","4","4PM","12AM"
"13438","5","4PM","1AM"
"13438","6","4PM","2AM"
"13438","7","9AM","4PM"
"13439","2","4PM","8PM"
"13439","3","4PM","8PM"
"13439","4","4PM","8PM"
"13439","5","4PM","8PM"
"13439","6","9AM","5PM"
"13439","7","9AM","5PM"
"13443","2","9AM","6PM"
"13443","4","9AM","6PM"
"13443","5","9AM","6PM"
"13443","6","9AM","6PM"
"13443","7","9AM","3PM"
"13446","1","10AM","10PM"
"13446","2","10AM","10PM"
"13446","3","10AM","10PM"
"13446","4","10AM","10PM"
"13446","5","10AM","10PM"
"13446","6","10AM","10PM"
"13446","7","10AM","10PM"
"13448","1","11AM","8PM"
"13448","2","11AM","8PM"
"13448","3","11AM","8PM"
"13448","4","11AM","8PM"
"13448","5","11AM","8PM"
"13448","6","11AM","8PM"
"13448","7","11AM","8PM"
"13449","2","9AM","5PM"
"13449","3","9AM","5PM"
"13449","4","9AM","5PM"
"13449","5","9AM","5PM"
"13449","6","9AM","5PM"
"13450","1","8AM","10PM"
"13450","2","8AM","10PM"
"13450","3","8AM","10PM"
"13450","4","8AM","10PM"
"13450","5","8AM","10PM"
"13450","6","8AM","10PM"
"13450","7","8AM","10PM"
"13451","2","6AM","4PM"
"13451","3","6AM","4PM"
"13451","4","6AM","4PM"
"13451","5","6AM","4PM"
"13451","6","6AM","4PM"
"13454","1","4PM","9PM"
"13454","2","5PM","10PM"
"13454","3","11AM","2PM"
"13454","4","5PM","10PM"
"13454","5","5PM","10PM"
"13454","6","11AM","2PM"
"13454","7","5PM","10PM"
"13455","1","10AM","10PM"
"13455","2","10AM","10PM"
"13455","3","10AM","10PM"
"13455","4","10AM","10PM"
"13455","5","10AM","10PM"
"13455","6","10AM","11PM"
"13455","7","10AM","11PM"
"13456","1","8AM","9PM"
"13456","2","8AM","9PM"
"13456","3","8AM","9PM"
"13456","4","8AM","9PM"
"13456","5","8AM","9PM"
"13456","6","8AM","9PM"
"13456","7","8AM","9PM"
"13458","2","10AM","8PM"
"13458","3","10AM","8PM"
"13458","4","10AM","8PM"
"13458","5","10AM","8PM"
"13458","6","10AM","8PM"
"13458","7","10AM","7PM"
"13459","1","11AM","5PM"
"13459","2","10AM","7PM"
"13459","3","10AM","7PM"
"13459","4","10AM","7PM"
"13459","5","10AM","7PM"
"13459","6","10AM","7PM"
"13459","7","10AM","6PM"
"13460","1","8AM","9PM"
"13460","2","8AM","10PM"
"13460","3","8AM","10PM"
"13460","4","8AM","10PM"
"13460","5","8AM","10PM"
"13460","6","8AM","10PM"
"13460","7","8AM","10PM"
"13461","1","8AM","1PM"
"13461","2","8AM","6PM"
"13461","3","8AM","6PM"
"13461","4","8AM","6PM"
"13461","5","8AM","6PM"
"13461","6","8AM","6PM"
"13461","7","8AM","6PM"
"13463","2","8AM","12PM"
"13463","3","2PM","6PM"
"13463","4","8AM","12PM"
"13463","6","2PM","5PM"
"13465","1","12PM","6PM"
"13465","2","10AM","9PM"
"13465","3","10AM","9PM"
"13465","4","10AM","9PM"
"13465","5","10AM","9PM"
"13465","6","10AM","9PM"
"13465","7","10AM","9PM"
"13467","1","5AM","12AM"
"13467","2","5AM","12AM"
"13467","3","5AM","12AM"
"13467","4","5AM","12AM"
"13467","5","5AM","12AM"
"13467","6","5AM","2AM"
"13467","7","5AM","2AM"
"13469","2","8AM","6PM"
"13469","3","8AM","6PM"
"13469","4","8AM","6PM"
"13469","5","8AM","6PM"
"13469","6","8AM","6PM"
"13469","7","8AM","4PM"
"13471","1","11AM","6PM"
"13471","2","10AM","8PM"
"13471","3","10AM","8PM"
"13471","4","10AM","8PM"
"13471","5","10AM","8PM"
"13471","6","10AM","9PM"
"13471","7","10AM","9PM"
"13472","2","9AM","6PM"
"13472","3","9AM","6PM"
"13472","4","9AM","6PM"
"13472","5","9AM","6PM"
"13472","6","9AM","6PM"
"13472","7","10AM","5PM"
"13473","2","11AM","7PM"
"13473","3","8AM","5PM"
"13473","4","11AM","7PM"
"13473","5","8AM","5PM"
"13473","6","8AM","5PM"
"13474","2","9AM","5PM"
"13474","3","9AM","5PM"
"13474","4","9AM","5PM"
"13474","5","9AM","5PM"
"13474","6","7AM","3PM"
"13476","2","7AM","7PM"
"13476","3","7AM","7PM"
"13476","4","7AM","7PM"
"13476","5","7AM","7PM"
"13476","6","7AM","7PM"
"13476","7","7AM","7PM"
"13477","2","9AM","6PM"
"13477","3","9AM","6PM"
"13477","4","9AM","6PM"
"13477","5","9AM","6PM"
"13477","6","9AM","6PM"
"13477","7","9AM","1PM"
"13478","1","10AM","5PM"
"13478","2","10AM","8PM"
"13478","3","10AM","8PM"
"13478","4","10AM","8PM"
"13478","5","10AM","8PM"
"13478","6","10AM","8PM"
"13478","7","9AM","6PM"
"13479","1","11AM","5PM"
"13479","2","9AM","6PM"
"13479","3","9AM","6PM"
"13479","4","9AM","6PM"
"13479","5","9AM","6PM"
"13479","6","9AM","6PM"
"13479","7","8AM","5PM"
"13484","1","10AM","10AM"
"13484","2","10AM","10PM"
"13484","3","10AM","10PM"
"13484","4","10AM","10PM"
"13484","5","10AM","10PM"
"13484","6","10AM","10PM"
"13484","7","10AM","10PM"
"13486","1","11AM","9PM"
"13486","2","11AM","9PM"
"13486","3","11AM","9PM"
"13486","4","11AM","9PM"
"13486","5","11AM","9PM"
"13486","6","11AM","10PM"
"13486","7","11AM","10PM"
"13491","2","10AM","7PM"
"13491","3","10AM","7PM"
"13491","4","10AM","7PM"
"13491","5","10AM","7PM"
"13491","6","10AM","7PM"
"13491","7","10AM","7PM"
"13493","1","9AM","12AM"
"13493","2","9AM","12AM"
"13493","3","9AM","12AM"
"13493","4","9AM","12AM"
"13493","5","9AM","12AM"
"13493","6","9AM","12AM"
"13493","7","9AM","12AM"
"13494","1","10AM","1PM"
"13494","3","10AM","6PM"
"13494","4","10AM","6PM"
"13494","5","10AM","6PM"
"13494","6","10AM","6PM"
"13494","7","10AM","6PM"
"13495","1","11AM","2AM"
"13495","2","11AM","2AM"
"13495","3","11AM","2AM"
"13495","4","11AM","2AM"
"13495","5","11AM","2AM"
"13495","6","11AM","2AM"
"13495","7","11AM","2AM"
"13496","2","12AM","12AM"
"13496","3","12AM","12AM"
"13496","4","12AM","12AM"
"13496","5","12AM","12AM"
"13496","6","12AM","12AM"
"13496","7","12AM","12AM"
"13498","2","8AM","5PM"
"13498","3","8AM","5PM"
"13498","4","8AM","5PM"
"13498","5","8AM","5PM"
"13498","6","8AM","5PM"
"13498","7","9AM","3PM"
"13499","2","12PM","7PM"
"13499","3","12PM","7PM"
"13499","4","12PM","7PM"
"13499","5","12PM","7PM"
"13499","6","12PM","7PM"
"13499","7","11AM","6PM"
"13500","1","10AM","9PM"
"13500","2","7AM","10PM"
"13500","3","7AM","10PM"
"13500","4","7AM","10PM"
"13500","5","7AM","10PM"
"13500","6","6AM","10PM"
"13500","7","8AM","10PM"
"13501","3","10AM","6PM"
"13501","4","10AM","6PM"
"13501","5","10AM","6PM"
"13501","6","10AM","6PM"
"13501","7","10AM","6PM"
"13502","1","9AM","8PM"
"13502","2","9AM","8PM"
"13502","3","9AM","8PM"
"13502","4","9AM","8PM"
"13502","5","9AM","8PM"
"13502","6","9AM","8PM"
"13502","7","9AM","8PM"
"13503","1","10AM","9PM"
"13503","2","10AM","9PM"
"13503","3","10AM","9PM"
"13503","4","10AM","9PM"
"13503","5","10AM","9PM"
"13503","6","10AM","9PM"
"13503","7","10AM","9PM"
"13505","2","9AM","7PM"
"13505","3","9AM","7PM"
"13505","4","9AM","7PM"
"13505","5","9AM","7PM"
"13505","6","9AM","7PM"
"13505","7","9AM","1PM"
"13506","1","11AM","12AM"
"13506","2","2PM","12AM"
"13506","3","2PM","12AM"
"13506","4","2PM","12AM"
"13506","5","2PM","12AM"
"13506","6","2PM","12AM"
"13506","7","11AM","12AM"
"13509","1","7AM","9PM"
"13509","2","7AM","9PM"
"13509","3","7AM","9PM"
"13509","4","7AM","9PM"
"13509","5","7AM","9PM"
"13509","6","7AM","9PM"
"13509","7","7AM","9PM"
"13514","2","9AM","4PM"
"13514","3","9AM","4PM"
"13514","4","9AM","4PM"
"13514","5","9AM","4PM"
"13514","6","9AM","4PM"
"13514","7","9AM","1PM"
"13519","2","8AM","5PM"
"13519","3","8AM","5PM"
"13519","4","8AM","5PM"
"13519","5","8AM","5PM"
"13522","1","4PM","10PM"
"13522","2","11AM","10PM"
"13522","3","11AM","10PM"
"13522","4","11AM","10PM"
"13522","5","11AM","10PM"
"13522","6","11AM","11PM"
"13522","7","4PM","11PM"
"13523","1","11AM","8PM"
"13523","2","11AM","9PM"
"13523","3","11AM","9PM"
"13523","4","11AM","9PM"
"13523","5","11AM","9PM"
"13523","6","11AM","10PM"
"13523","7","11AM","10PM"
"13525","2","8AM","5PM"
"13525","3","8AM","5PM"
"13525","4","8AM","5PM"
"13525","5","8AM","5PM"
"13525","6","8AM","5PM"
"13525","7","8AM","5PM"
"13527","2","7AM","7PM"
"13527","3","7AM","7PM"
"13527","4","7AM","7PM"
"13527","5","7AM","7PM"
"13527","6","7AM","7PM"
"13529","1","12AM","12AM"
"13529","2","12AM","12AM"
"13529","3","12AM","12AM"
"13529","4","12AM","12AM"
"13529","5","12AM","12AM"
"13529","6","12AM","12AM"
"13529","7","12AM","12AM"
"13531","1","8AM","4PM"
"13531","2","8AM","4PM"
"13531","3","8AM","4PM"
"13531","4","8AM","4PM"
"13531","5","8AM","4PM"
"13531","6","8AM","4PM"
"13531","7","8AM","4PM"
"13532","2","7AM","2PM"
"13532","3","7AM","2PM"
"13532","4","7AM","2PM"
"13532","5","7AM","2PM"
"13532","6","7AM","2PM"
"13533","2","7AM","5PM"
"13533","3","8AM","5PM"
"13533","4","8AM","5PM"
"13533","5","7AM","5PM"
"13533","6","8AM","5PM"
"13534","1","11AM","9PM"
"13534","2","11AM","9PM"
"13534","3","11AM","9PM"
"13534","4","11AM","9PM"
"13534","5","11AM","9PM"
"13534","6","11AM","10PM"
"13534","7","11AM","10PM"
"13535","1","9AM","5PM"
"13535","2","7AM","7PM"
"13535","3","7AM","7PM"
"13535","4","7AM","7PM"
"13535","5","7AM","7PM"
"13535","6","7AM","8PM"
"13535","7","7AM","7PM"
"13536","2","8AM","4PM"
"13536","3","8AM","4PM"
"13536","4","8AM","4PM"
"13536","5","8AM","4PM"
"13536","6","8AM","4PM"
"13538","2","8AM","6PM"
"13538","3","8AM","6PM"
"13538","4","8AM","6PM"
"13538","5","8AM","6PM"
"13538","6","8AM","6PM"
"13540","1","11AM","11PM"
"13540","2","11AM","12AM"
"13540","3","11AM","12AM"
"13540","4","11AM","12AM"
"13540","5","11AM","12AM"
"13540","6","11AM","1AM"
"13540","7","11AM","1AM"
"13543","2","5AM","8PM"
"13543","3","5AM","8PM"
"13543","4","5AM","8PM"
"13543","5","5AM","8PM"
"13543","6","5AM","7PM"
"13543","7","8AM","10AM"
"13544","1","11AM","9PM"
"13544","2","11AM","9PM"
"13544","3","11AM","9PM"
"13544","4","11AM","9PM"
"13544","5","11AM","9PM"
"13544","6","11AM","9PM"
"13544","7","11AM","9PM"
"13545","2","8AM","5PM"
"13545","3","8AM","5PM"
"13545","4","8AM","5PM"
"13545","5","8AM","5PM"
"13547","2","10AM","7PM"
"13547","3","10AM","7PM"
"13547","4","10AM","7PM"
"13547","5","10AM","7PM"
"13547","6","10AM","7PM"
"13547","7","10AM","7PM"
"13551","2","11AM","9PM"
"13551","3","11AM","9PM"
"13551","4","11AM","9PM"
"13551","5","11AM","9PM"
"13551","6","11AM","10PM"
"13551","7","11AM","10PM"
"13564","1","10AM","10PM"
"13564","2","10AM","10PM"
"13564","3","10AM","10PM"
"13564","4","10AM","10PM"
"13564","5","10AM","10PM"
"13564","6","10AM","10PM"
"13564","7","10AM","10PM"
"13565","2","11AM","9PM"
"13568","1","9AM","9PM"
"13568","2","9AM","10PM"
"13568","3","9AM","10PM"
"13568","4","9AM","11PM"
"13568","5","9AM","10PM"
"13568","6","9AM","11PM"
"13568","7","8AM","11PM"
"13570","1","8AM","8PM"
"13570","2","8AM","11PM"
"13570","3","8AM","11PM"
"13570","4","8AM","11PM"
"13570","5","8AM","11PM"
"13570","6","8AM","11PM"
"13570","7","8AM","8PM"
"13571","1","12PM","5PM"
"13571","2","12PM","7PM"
"13571","3","10AM","7PM"
"13571","4","11AM","6PM"
"13571","5","11AM","6PM"
"13571","6","11AM","6PM"
"13571","7","11AM","6PM"
"13575","1","7AM","10PM"
"13575","2","7AM","10PM"
"13575","3","7AM","10PM"
"13575","4","7AM","10PM"
"13575","5","7AM","10PM"
"13575","6","7AM","10PM"
"13575","7","7AM","10PM"
"13578","1","11AM","9PM"
"13578","2","11AM","10PM"
"13578","3","11AM","10PM"
"13578","4","11AM","10PM"
"13578","5","11AM","10PM"
"13578","6","11AM","10PM"
"13578","7","11AM","10PM"
"13582","1","11AM","9PM"
"13582","2","11AM","9PM"
"13582","3","11AM","9PM"
"13582","4","11AM","9PM"
"13582","5","11AM","9PM"
"13582","6","11AM","10PM"
"13582","7","11AM","10PM"
"13584","1","6AM","6AM"
"13584","2","6AM","6AM"
"13584","3","6AM","6AM"
"13584","4","6AM","6AM"
"13584","5","6AM","6AM"
"13584","6","6AM","6AM"
"13584","7","6AM","6AM"
"13585","1","7AM","10PM"
"13585","2","7AM","10PM"
"13585","3","7AM","10PM"
"13585","4","7AM","10PM"
"13585","5","7AM","10PM"
"13585","6","7AM","10PM"
"13585","7","7AM","10PM"
"13586","1","12AM","12AM"
"13586","2","12AM","12AM"
"13586","3","12AM","12AM"
"13586","4","12AM","12AM"
"13586","5","12AM","12AM"
"13586","6","12AM","12AM"
"13586","7","12AM","12AM"
"13587","1","11AM","5PM"
"13587","2","9AM","7PM"
"13587","3","9AM","7PM"
"13587","4","9AM","7PM"
"13587","5","9AM","7PM"
"13587","6","9AM","7PM"
"13587","7","9AM","6PM"
"13588","1","12PM","8PM"
"13588","2","11AM","8PM"
"13588","3","11AM","8PM"
"13588","4","11AM","8PM"
"13588","5","11AM","8PM"
"13588","6","11AM","9PM"
"13588","7","11AM","9PM"
"13589","3","10AM","6PM"
"13589","4","10AM","6PM"
"13589","5","10AM","6PM"
"13589","6","10AM","6PM"
"13589","7","10AM","6PM"
"13590","1","9AM","2PM"
"13590","2","8AM","6PM"
"13590","3","8AM","6PM"
"13590","4","8AM","6PM"
"13590","5","8AM","6PM"
"13590","6","8AM","10PM"
"13590","7","8AM","10PM"
"13592","1","11AM","8PM"
"13592","2","10AM","9PM"
"13592","3","10AM","9PM"
"13592","4","10AM","9PM"
"13592","5","10AM","9PM"
"13592","6","10AM","10PM"
"13592","7","10AM","10PM"
"13593","1","11AM","10PM"
"13593","2","11AM","10PM"
"13593","3","11AM","10PM"
"13593","4","11AM","10PM"
"13593","5","11AM","10PM"
"13593","6","11AM","11PM"
"13593","7","11AM","11PM"
"13594","1","6AM","6PM"
"13594","2","6AM","9PM"
"13594","3","6AM","9PM"
"13594","4","6AM","9PM"
"13594","5","6AM","9PM"
"13594","6","6AM","9PM"
"13594","7","6AM","9PM"
"13595","1","6AM","9PM"
"13595","2","6AM","9PM"
"13595","3","6AM","9PM"
"13595","4","6AM","9PM"
"13595","5","6AM","9PM"
"13595","6","6AM","9PM"
"13595","7","6AM","9PM"
"13596","1","12AM","12AM"
"13596","2","12AM","12AM"
"13596","3","12AM","12AM"
"13596","4","12AM","12AM"
"13596","5","12AM","12AM"
"13596","6","12AM","12AM"
"13596","7","12AM","12AM"
"13602","1","10AM","2AM"
"13602","2","11AM","2AM"
"13602","3","11AM","2AM"
"13602","4","11AM","2AM"
"13602","5","11AM","2AM"
"13602","6","11AM","2AM"
"13602","7","11AM","2AM"
"13603","1","9AM","6PM"
"13603","2","7AM","10PM"
"13603","3","7AM","10PM"
"13603","4","7AM","10PM"
"13603","5","7AM","10PM"
"13603","6","7AM","7PM"
"13603","7","8AM","6PM"
"13604","1","11AM","10PM"
"13604","2","11AM","10PM"
"13604","3","11AM","10PM"
"13604","4","11AM","10PM"
"13604","5","11AM","10PM"
"13604","6","11AM","11PM"
"13604","7","11AM","11PM"
"13605","1","7AM","12PM"
"13605","3","7AM","5PM"
"13605","4","7AM","5PM"
"13605","5","7AM","5PM"
"13605","6","7AM","5PM"
"13605","7","7AM","5PM"
"13606","7","5PM","9PM"
"13608","1","5PM","9PM"
"13608","2","5PM","9PM"
"13608","3","11AM","3PM"
"13608","4","5PM","9PM"
"13608","5","5PM","9PM"
"13608","6","5PM","9PM"
"13608","7","10AM","3PM"
"13610","2","9AM","3PM"
"13610","3","9AM","3PM"
"13610","4","9AM","3PM"
"13610","5","9AM","3PM"
"13610","6","9AM","3PM"
"13610","7","10AM","2PM"
"13613","2","11AM","8PM"
"13613","3","11AM","8PM"
"13613","4","11AM","8PM"
"13613","5","11AM","8PM"
"13613","6","11AM","9PM"
"13613","7","5PM","9PM"
"13616","1","10AM","6PM"
"13616","2","8AM","9PM"
"13616","3","8AM","9PM"
"13616","4","8AM","9PM"
"13616","5","8AM","9PM"
"13616","6","8AM","9PM"
"13616","7","8AM","9PM"
"13618","1","7AM","4PM"
"13618","2","7AM","5PM"
"13618","3","7AM","5PM"
"13618","4","7AM","5PM"
"13618","5","7AM","5PM"
"13618","6","7AM","5PM"
"13618","7","7AM","5PM"
"13621","1","11AM","10PM"
"13621","2","11AM","10PM"
"13621","3","11AM","10PM"
"13621","4","11AM","10PM"
"13621","5","11AM","10PM"
"13621","6","11AM","11PM"
"13621","7","11AM","11PM"
"13623","1","10AM","9PM"
"13623","2","10AM","9PM"
"13623","3","10AM","9PM"
"13623","4","10AM","9PM"
"13623","5","10AM","9PM"
"13623","6","10AM","10PM"
"13623","7","10AM","10PM"
"13624","1","4PM","9PM"
"13624","2","11AM","10PM"
"13624","3","11AM","10PM"
"13624","4","11AM","10PM"
"13624","5","11AM","10PM"
"13624","6","11AM","10PM"
"13624","7","11AM","10PM"
"13626","1","7AM","2PM"
"13626","2","7AM","7PM"
"13626","3","7AM","7PM"
"13626","4","7AM","7PM"
"13626","5","7AM","7PM"
"13626","6","7AM","10PM"
"13626","7","7AM","10PM"
"13630","1","12PM","7PM"
"13630","3","12PM","7PM"
"13630","4","12PM","7PM"
"13630","5","12PM","7PM"
"13630","6","12PM","7PM"
"13630","7","12PM","7PM"
"13631","4","10PM","2AM"
"13631","6","10PM","2AM"
"13631","7","10PM","2AM"
"13634","1","2AM","6PM"
"13634","2","9AM","6PM"
"13634","3","9AM","6PM"
"13634","4","9AM","6PM"
"13634","5","9AM","6PM"
"13634","6","9AM","6PM"
"13634","7","9AM","6PM"
"13636","1","12PM","6PM"
"13636","2","10AM","8PM"
"13636","3","10AM","8PM"
"13636","4","10AM","8PM"
"13636","5","10AM","8PM"
"13636","6","10AM","8PM"
"13636","7","10AM","8PM"
"13640","1","12PM","6PM"
"13640","2","10AM","5PM"
"13640","3","10AM","5PM"
"13640","4","10AM","5PM"
"13640","5","10AM","5PM"
"13640","6","10AM","9PM"
"13640","7","10AM","9PM"
"13641","1","10AM","9PM"
"13641","2","11AM","10PM"
"13641","3","11AM","10PM"
"13641","4","11AM","10PM"
"13641","5","11AM","10PM"
"13641","6","11AM","11PM"
"13641","7","11AM","11PM"
"13644","2","9AM","5PM"
"13644","3","8AM","5PM"
"13644","4","9AM","5PM"
"13644","5","9AM","1PM"
"13644","6","9AM","1PM"
"13646","1","9AM","6PM"
"13646","2","8AM","8PM"
"13646","3","8AM","8PM"
"13646","4","8AM","8PM"
"13646","5","8AM","8PM"
"13646","6","8AM","8PM"
"13646","7","8AM","8PM"
"13647","2","7AM","7PM"
"13647","3","7AM","7PM"
"13647","4","7AM","7PM"
"13647","5","7AM","7PM"
"13647","6","7AM","7PM"
"13647","7","7AM","7PM"
"13649","2","7AM","8PM"
"13649","3","7AM","8PM"
"13649","4","7AM","8PM"
"13649","5","7AM","8PM"
"13649","6","7AM","8PM"
"13652","1","11AM","6PM"
"13652","2","10AM","9PM"
"13652","3","10AM","9PM"
"13652","4","10AM","9PM"
"13652","5","10AM","9PM"
"13652","6","10AM","9PM"
"13652","7","10AM","9PM"
"13653","2","6AM","4PM"
"13653","3","6AM","4PM"
"13653","4","6AM","4PM"
"13653","5","6AM","4PM"
"13653","6","6AM","4PM"
"13653","7","7AM","1PM"
"13659","1","10AM","10PM"
"13659","2","10AM","10PM"
"13659","3","10AM","10PM"
"13659","4","10AM","10PM"
"13659","5","10AM","10PM"
"13659","6","10AM","10PM"
"13659","7","10AM","10PM"
"13660","2","8AM","6PM"
"13660","3","8AM","6PM"
"13660","4","8AM","6PM"
"13660","5","8AM","6PM"
"13660","6","8AM","6PM"
"13660","7","9AM","2PM"
"13664","2","9AM","5PM"
"13664","3","9AM","5PM"
"13664","4","9AM","5PM"
"13664","5","9AM","5PM"
"13664","6","9AM","5PM"
"13669","1","11AM","11PM"
"13669","2","11AM","11PM"
"13669","3","11AM","11PM"
"13669","4","11AM","11PM"
"13669","5","11AM","11PM"
"13669","6","11AM","11PM"
"13669","7","11AM","11PM"
"13672","1","10AM","9PM"
"13672","2","10AM","9PM"
"13672","3","10AM","9PM"
"13672","4","10AM","9PM"
"13672","5","10AM","9PM"
"13672","6","10AM","9PM"
"13672","7","10AM","9PM"
"13674","2","9AM","5PM"
"13674","3","9AM","5PM"
"13674","4","9AM","5PM"
"13674","5","9AM","5PM"
"13674","6","9AM","5PM"
"13676","1","10AM","8PM"
"13676","2","10AM","9PM"
"13676","3","10AM","9PM"
"13676","4","10AM","9PM"
"13676","5","10AM","9PM"
"13676","6","10AM","10PM"
"13676","7","10AM","9PM"
"13677","1","12PM","9PM"
"13677","2","12PM","9PM"
"13677","3","12PM","9PM"
"13677","4","12PM","9PM"
"13677","5","12PM","9PM"
"13677","6","12PM","10PM"
"13677","7","12PM","10PM"
"13678","1","9AM","5PM"
"13678","2","9AM","5PM"
"13678","3","9AM","5PM"
"13678","4","9AM","5PM"
"13678","5","9AM","5PM"
"13678","6","9AM","5PM"
"13678","7","9AM","5PM"
"13680","1","8AM","9PM"
"13680","2","8AM","9PM"
"13680","3","8AM","9PM"
"13680","4","8AM","9PM"
"13680","5","8AM","9PM"
"13680","6","8AM","9PM"
"13680","7","8AM","9PM"
"13682","1","11AM","5PM"
"13682","2","11AM","6PM"
"13682","3","11AM","6PM"
"13682","4","11AM","6PM"
"13682","5","11AM","6PM"
"13682","6","11AM","6PM"
"13682","7","11AM","6PM"
"13688","1","10AM","6PM"
"13688","2","9AM","8PM"
"13688","3","9AM","8PM"
"13688","4","9AM","8PM"
"13688","5","9AM","8PM"
"13688","6","9AM","8PM"
"13688","7","9AM","8PM"
"13689","1","11AM","5PM"
"13689","2","10AM","7PM"
"13689","3","10AM","7PM"
"13689","4","10AM","7PM"
"13689","5","10AM","7PM"
"13689","6","10AM","7PM"
"13689","7","10AM","7PM"
"13690","1","10AM","5PM"
"13690","2","9AM","5PM"
"13690","3","9AM","5PM"
"13690","4","9AM","5PM"
"13690","5","9AM","5PM"
"13690","6","9AM","5PM"
"13690","7","9AM","5PM"
"13691","1","9AM","3PM"
"13691","2","6AM","7PM"
"13691","3","6AM","8PM"
"13691","4","6AM","7PM"
"13691","5","6AM","8PM"
"13691","6","6AM","6PM"
"13691","7","9AM","2PM"
"13693","1","9AM","12AM"
"13693","2","11AM","12AM"
"13693","3","11AM","12AM"
"13693","4","11AM","12AM"
"13693","5","11AM","1AM"
"13693","6","11AM","1AM"
"13693","7","9AM","1AM"
"13694","2","7AM","6PM"
"13694","3","7AM","6PM"
"13694","4","7AM","6PM"
"13694","5","7AM","6PM"
"13694","6","7AM","6PM"
"13694","7","7AM","5PM"
"13695","1","11AM","11PM"
"13695","2","11AM","11PM"
"13695","3","11AM","11PM"
"13695","4","11AM","11PM"
"13695","5","11AM","11PM"
"13695","6","11AM","12AM"
"13695","7","11AM","12AM"
"13696","2","9AM","5PM"
"13696","3","9AM","5PM"
"13696","4","9AM","5PM"
"13696","5","9AM","5PM"
"13696","6","9AM","5PM"
"13697","1","12PM","10PM"
"13697","2","11AM","12AM"
"13697","3","11AM","12AM"
"13697","4","11AM","12AM"
"13697","5","11AM","12AM"
"13697","6","11AM","12AM"
"13697","7","11AM","12AM"
"13698","1","11AM","6PM"
"13698","2","10AM","9PM"
"13698","3","10AM","9PM"
"13698","4","10AM","9PM"
"13698","5","10AM","9PM"
"13698","6","10AM","9PM"
"13698","7","10AM","9PM"
"13699","2","9AM","6PM"
"13699","3","10AM","4PM"
"13699","4","9AM","6PM"
"13699","5","10AM","4PM"
"13699","6","9AM","5PM"
"13699","7","8AM","11AM"
"13700","2","10AM","9PM"
"13700","3","11AM","9PM"
"13700","4","11AM","9PM"
"13700","5","11AM","9PM"
"13700","6","11AM","9PM"
"13700","7","11AM","9PM"
"13707","1","11AM","10PM"
"13707","2","11AM","10PM"
"13707","3","11AM","10PM"
"13707","4","11AM","10PM"
"13707","5","11AM","10PM"
"13707","6","11AM","11PM"
"13707","7","11AM","11PM"
"13708","1","11AM","4PM"
"13708","2","9AM","7PM"
"13708","3","9AM","7PM"
"13708","4","9AM","7PM"
"13708","5","9AM","7PM"
"13708","6","9AM","7PM"
"13708","7","9AM","6PM"
"13711","3","10AM","7PM"
"13711","4","10AM","7PM"
"13711","5","10AM","7PM"
"13711","6","10AM","7PM"
"13711","7","7AM","2PM"
"13717","1","11AM","5PM"
"13717","2","10AM","6PM"
"13717","3","10AM","6PM"
"13717","4","10AM","6PM"
"13717","5","10AM","6PM"
"13717","6","10AM","6PM"
"13717","7","10AM","6PM"
"13722","1","12PM","9PM"
"13722","2","11AM","2PM"
"13722","3","11AM","2PM"
"13722","4","11AM","2PM"
"13722","5","5PM","9PM"
"13722","6","11AM","2PM"
"13722","7","11AM","9PM"
"13724","1","10AM","9PM"
"13724","2","7AM","10PM"
"13724","3","7AM","10PM"
"13724","4","7AM","10PM"
"13724","5","7AM","10PM"
"13724","6","7AM","10PM"
"13724","7","10AM","10PM"
"13725","2","9AM","5PM"
"13725","3","9AM","5PM"
"13725","4","9AM","5PM"
"13725","5","9AM","5PM"
"13725","6","9AM","5PM"
"13726","2","9AM","6PM"
"13726","3","9AM","6PM"
"13726","4","9AM","6PM"
"13726","5","9AM","6PM"
"13726","6","9AM","6PM"
"13728","1","6AM","9PM"
"13728","2","6AM","9PM"
"13728","3","6AM","9PM"
"13728","4","6AM","9PM"
"13728","5","6AM","9PM"
"13728","6","6AM","9PM"
"13728","7","6AM","9PM"
"13730","1","5PM","9PM"
"13730","2","11AM","3PM"
"13730","3","5PM","10PM"
"13730","4","5PM","10PM"
"13730","5","5PM","10PM"
"13730","6","5PM","11PM"
"13730","7","5PM","11PM"
"13734","1","10AM","12AM"
"13734","2","10AM","12AM"
"13734","3","10AM","12AM"
"13734","4","10AM","12AM"
"13734","5","10AM","12AM"
"13734","6","10AM","12AM"
"13734","7","10AM","12AM"
"13738","1","10AM","8PM"
